Ⲛⲟ	Coptic Word	Deriv.	Alt.  Spellings	F.  (n. & adj.)	Pl.	(Status  nom.)	(Status pronom.)	Qual.	Gramm. Info.	Notes	Prepositions used	English	Example Sentence	
	ϩⲱⲣⲕ							ϩⲟⲣⲕ	vb. intr.			to sit quietly (as in ambush)		
	ϩⲱⲣⲡ							ϩⲟⲣⲡ	vb. intr.			to sleep, doze		
	ϩⲱⲣⲡ		ϩⲉⲣⲡ-			ϩⲣⲡ-	ϩⲟⲣⲡ=	ϩⲟⲣⲡ	vb. tr.			to soak, drench, wet (ⲙⲙⲟ=; with: ϩⲛ, ⲙⲙⲟ=)		
	ϩⲱⲣⲡ		ϩⲉⲣⲡ-			ϩⲣⲡ-	ϩⲟⲣⲡ=	ϩⲟⲣⲡ	vb. intr.			to become wet		
	ϩⲱⲣϭ		ϩⲱⲗϭ, ϩⲱⲣϫ			ϩⲉⲣϭ-	ϩⲟⲣϫ=	ϩⲟⲣϭ (ϩⲟⲣϫ)	vb. tr.			to heap up, pile up (ⲙⲙⲟ=); to put into order, arrange		
	ϩⲱⲣϭ		ϩⲱⲗϭ, ϩⲱⲣϫ			ϩⲉⲣϭ-	ϩⲟⲣϫ=	ϩⲟⲣϭ (ϩⲟⲣϫ)	vb. intr.			to be heaped up, put into order		
	ϩⲱⲣϭ		ϩⲱⲗϭ, ϩⲱⲣϫ			ϩⲉⲣϭ-	ϩⲟⲣϫ=		n. m.			order, harmony		
		ϩⲣⲟϫ							vb. 	rare		to heap up, pile up (ⲙⲙⲟ=); to put into order, arrange		
	ϩⲱⲥ		ϩⲱⲱⲥ, ϩⲟⲩⲥ						n. m.			thread, cord		
	ϩⲱⲥ					ϩⲉⲥ-	ϩⲟⲥ=		vb. tr.			to block up, cover up, stop up (ⲙⲙⲟ=; ⲉϫⲛ, ϩⲓϫⲛ)		
	ϩⲱⲥ					ϩⲉⲥ-	ϩⲟⲥ=		vb. intr.			to be blocked up etc.		
	ϩⲱⲥ								vb. intr.			to sing, make music		
	ϩⲱⲥ								n. m.			song		
		ⲣⲉϥϩⲱⲥ							n. / adj.			singer		
	ϩⲱⲧ								n. m.			sack, bag		
	ϩⲱⲧ								n.	in ⲣ-ϩⲱⲧ		sail		
		ⲣ-ϩⲱⲧ							vb.			to sail, float (to: ⲉ, sa; in, on: ϩⲛ)		
		ⲙⲁ ⲛ ⲣ-ϩⲱⲧ							n. m.			sailing course		
	ϩⲱⲧⲃ					ϩⲉⲧⲃ-	ϩⲟⲧⲃ=	ϩⲟⲧⲃ	vb. tr.			to kill (ⲙⲙⲟ=)		
		ϩⲱⲧⲃ ⲛⲥⲁ							vb.			to massacre		
		ϩⲁⲧⲃ							adj. (?)	in cpds.		slaying		
		ϩⲁⲧⲃ-ϣⲏⲣⲉ							adj. (?)			child-slaying		
	ϩⲱⲧⲃ					ϩⲉⲧⲃ-	ϩⲟⲧⲃ=		n. m.			slaughter, murder; corpse		
		ⲣⲉϥϩⲱⲧⲃ							n. / adj.			slayer, murderer		
		ⲙⲛⲧⲣⲉϥϩⲱⲧⲃ							n. f. 			murder, slaughter		
		ⲣ-ⲣⲉϥϩⲱⲧⲃ							vb.			to slay (e)		
		ϩⲁⲧⲃⲉⲥ							n. f.			slaying; thing slain		
	ϩⲱⲧⲉ								vb.			to bruise, pierce		
	ϩⲱⲧⲉ		ϩⲱⲧ						n. f.			rod, pole		
		ϣⲉ ⲛ ϩⲱⲧ							n.			wooden pole		
	ϩⲱⲧⲡ		ϩⲱⲡⲧ  ϩⲟⲡⲧ=			ϩⲉⲧⲡ-	ϩⲟⲧⲡ=	ϩⲟⲧⲡ	vb. intr.			to set, sink (of celestial bodies); to become reconciled (to, with: ⲉ, ⲙⲛ)		
	ϩⲱⲧⲡ		ϩⲱⲡⲧ  ϩⲟⲡⲧ=			ϩⲉⲧⲡ-	ϩⲟⲧⲡ=	ϩⲟⲧⲡ	vb. tr.			to reconcile (ⲙⲙⲟ=; to, with: ⲉ, ⲙⲛ)		
	ϩⲱⲧⲡ		ϩⲱⲡⲧ  ϩⲟⲡⲧ=			ϩⲉⲧⲡ-	ϩⲟⲧⲡ=		n. m.			reconciliation; sunset		
		ⲙⲁ ⲛ ϩⲱⲧⲡ							n. m.			the west		
		ⲣ-ϩⲱⲧⲡ							vb.			to reconcile		
	ϩⲱⲧⲣ		ϩⲱⲧⲉⲣ			ϩⲉⲧⲣ-	ϩⲟⲧⲣ=	ϩⲟⲧⲣ	vb. tr.			to join (ⲙⲙⲟ=; to: ⲉ; with: ⲙⲛ); to hire		
	ϩⲱⲧⲣ		ϩⲱⲧⲉⲣ			ϩⲉⲧⲣ-	ϩⲟⲧⲣ=	ϩⲟⲧⲣ	vb. intr.			to be joined (to: ⲉ); to be hired (for: ⲉ); to be in harmony (with: ⲙⲛ)		
	ϩⲱⲧⲣ		ϩⲱⲧⲉⲣ			ϩⲉⲧⲣ-	ϩⲟⲧⲣ=		n. m.			joining, yoke, harmony		
		ⲣⲉϥϩⲱⲧⲣ							n. / adj.			hireling		
		ϩⲁⲧⲣ			ϩⲁⲧⲣⲉⲉⲩ, ϩⲁⲧⲣⲉⲩⲉ				n. m.			twin, double		
		ϩⲁⲧⲣ			ϩⲁⲧⲣⲉⲉⲩ, ϩⲁⲧⲣⲉⲩⲉ				adj.			doubled		
		ϩⲁⲧⲣⲉⲥ							n. f.			yoke (pair) of animals		
			ϩⲱ=				ϩⲱⲱ=		emphatic or intensive pronoun	used appositionally with other pronominal elements		(I) myself, (I) too, for my part, on the contrary, on the other hand		
			ϩⲱⲱϥ						adv.	(expressing contrast or opposition)		(no pron. agreement) on the other hand, however		
	ϩⲱⲱⲕ		ϩⲱⲕ  ϩⲟⲟⲕ=			ϩⲉⲕ-	ϩⲟⲕ=	ϩⲏⲕ	vb. tr.			to gird, arm (ⲙⲙⲟ=; with: ϩⲛ, ⲙⲙⲟ=; for, against: ⲉ, ⲟⲩⲃⲉ), +/- ⲉⲃⲟⲗ, ⲉϩⲟⲩⲛ		
		ϩⲱⲕ ⲙⲙⲟ= ⲙ ⲙⲁⲧⲟⲓ							vb.			to gird someone as a solider		
	ϩⲱⲱⲕ		ϩⲱⲕ  ϩⲟⲟⲕ=			ϩⲉⲕ-	ϩⲟⲕ=		n. m.			girding, breastplate, protective armor		
	ϩⲱⲱⲕⲉ		ϩⲱⲕⲉ, ϩⲱⲱⲕ, ϩⲱⲕ, ϩⲉⲕⲉ-, ϩⲉⲕ-, ϩⲟⲟⲕ=			ϩⲉⲉⲕⲉ-	ϩⲟⲕ=	ϩⲟⲟⲕⲉ	vb. tr.			(1) to scrape, scratch, esp. as means of torture (ⲙⲙⲟ=); (2) to shave (ⲙⲙⲟ=)		
	ϩⲱⲱⲕⲉ		ϩⲱⲕⲉ, ϩⲱⲱⲕ, ϩⲱⲕ, ϩⲉⲕⲉ-, ϩⲉⲕ-, ϩⲟⲟⲕ=			ϩⲉⲉⲕⲉ-	ϩⲟⲕ=		n. m.			baldness, shaven condition		
		ϩⲱⲱⲕⲉ							n. m.			fleece		
	ϩⲱⲱⲗⲉ		ϩⲱⲗⲉ  ϩⲟⲟⲗ=			ϩⲁⲗ-	ϩⲟⲗ=		vb. tr.			to pluck		
	ϩⲱⲱⲙⲉ		ϩⲱⲙⲉ, ϩⲱⲙ					ϩⲁⲙ (ϩⲁⲁⲙ)	vb. intr.			to become lean, thin;  + ⲉⲃⲟⲗ: to pine waway, be blighted		
	ϩⲱϣ					ϩⲉϣ-	ϩⲟϣ=	ϩⲏϣ	vb. tr. 			to distress, afflict (ⲙⲙⲟ=, e)		
	ϩⲱϣ					ϩⲉϣ-	ϩⲟϣ=	ϩⲏϣ	vb. intr.			to be distressed (by, with: ⲉtbe, ha, ⲙⲛ, ⲛⲧⲛ)		
	ϩⲱϣ					ϩⲉϣ-	ϩⲟϣ=		n. m.			distress, straits		
		ϩⲁϣⲥ							n. f.			constraint		
	ϩⲱϥⲧ		ϩⲱⲃⲧ, ϩⲟϥⲧ, ϩⲟⲃⲧ=			ϩⲉϥⲧ-	ϩⲟϥⲧ=		vb. tr.			to steal (ⲙⲙⲟ=; from: ntⲛ, ϩⲓ, ϩⲛ, ⲉⲃⲟⲗ ϩⲛ)		
	ϩⲱϥⲧ		ϩⲱⲃⲧ, ϩⲟϥⲧ, ϩⲟⲃⲧ=			ϩⲉϥⲧ-	ϩⲟϥⲧ=		n. m.			theft		
		ⲣⲉϥ-ϩⲱϥⲧ							n. / adj.			thief		
	(ϩⲱϥⲧ)					ϩⲉϥⲧ-	ϩⲟϥⲧ=		vb. tr.			+/- ⲉⲃⲟⲗ: to eject, send forth		
	ϩⲱϩ						ϩⲟϩ=		vb. tr.			to scrape, scratch (ⲙⲙⲟ=)		
	ϩⲱϩ						ϩⲟϩ=		vb. intr.			to be scraped; to itch		
	ϩⲱϩ						ϩⲟϩ=		n. m.			itching, scratching		
	ϩⲱϩϥ		ϩⲱϩⲃ						n. f.			hand (as a measure)		
	ϩⲱϫ		ϩⲟϫ					ϩⲏϫ	vb. intr.			to be in straits, be dying		
	ϩⲱϫ		ϩⲟϫ					ϩⲏϫ	vb. tr.			to distress, put in straits (ⲙⲙⲟ=, e)		
	ϩⲱϫ		ϩⲟϫ						n. m.			straits		
		ϩⲁϫ							n. m.			illness; name of a disease		
	ϩⲱϫⲡ					ϩⲉϫⲡ-	ϩⲟϫⲡ=		vb. tr.			to shut (ⲙⲙⲟ=), shut in, enclose		
	ϩⲱϫⲡ					ϩⲉϫⲡ-	ϩⲟϫⲡ=		n. m.			shutting, sealing		
	ϩⲱϭⲃ		ϩⲱϭϥ, ϩⲱⲕⲙ, ϩⲉϭⲙ-			ϩⲉϭⲃ-	ϩⲟϭⲃ=	ϩⲟϭⲃ (ϩⲟϭϥ)	vb. tr.			to wither, destroy (ⲙⲙⲟ=)		
	ϩⲱϭⲃ		ϩⲱϭϥ, ϩⲱⲕⲙ, ϩⲉϭⲙ-			ϩⲉϭⲃ-	ϩⲟϭⲃ=	ϩⲟϭⲃ (ϩⲟϭϥ)	vb. intr.			to wither away, fade, expire		
		ⲁⲧϩⲱϭⲃ							adj.			unfading		
	ϩϫⲟⲡϫⲡ		ϫⲟⲡϫⲡ, ϩⲡⲟϭⲡϭ						vb. intr.			to feel, grope (for: ⲉ, ⲉϩⲟⲩⲛ ⲉ)		
	ϫⲁⲁϫⲉ								vb. tr.			to clap (hands: ⲙⲙⲟ=, ϩⲛ)		
	ϫⲁⲉⲓⲉ		ϫⲁⲓⲉ, ϫⲁⲉ						n. m.			desert		
		ϩⲓ|ϩⲙ ⲡϫⲁⲉⲓⲉ							adv.			in the desert		
		ⲙⲁⲓ-ϫⲁⲉⲓⲉ							adj.			loving solitude		
		ⲙⲛⲧϫⲁⲉⲓⲉ							n. f. 			desolation		
		ⲕⲱ|ϯ|ⲉⲓⲣⲉ ⲙⲙⲟ= ⲛ ϫⲁⲉⲓⲉ							vb.			to make desert		
		ⲣ-ϫⲁⲉⲓⲉ							cpd. vb. 2			to become desert, waste		
	ϫⲁⲉⲓⲟ		ⲧϫⲁⲉⲓⲟ				ϫⲁⲉⲓⲟ=		vb. tr.		ⲙⲙⲟ/	to display		
	ϫⲁⲕ								vb. tr.			to clap (hands: ⲙⲙⲟ=); to flap (wings)		
	ϫⲁⲕ								n. m.			clapping, flapping		
		ⲣⲉϥϫⲁⲕ							n. / adj.			one who claps		
	ϫⲁⲙⲏ								n. f.			calm		
	ϫⲁⲛⲉ		ϫⲁⲁⲛⲉ, ϫⲟⲟⲛⲉ, ϫⲁⲛⲏ						n.			ark, box		
	ϫⲁⲥϥⲉ								n.					
		ϫⲓ-ϫⲁⲥϥⲉ							vb.			to repair, put in order		
	ϫⲁⲧⲉ		ϫⲁⲁⲧⲉ					ϫⲟⲧⲉ	vb. intr.			to become ripe, mature; to advance in age		
		ϫⲧⲁⲓ						ϫⲏⲧ	vb. intr.			to become ripe, mature; to advance in age		
	ϫⲁⲧⲙⲉ								n.			heap (of grain)		
	ϫⲁⲧϥⲉ		ϫⲁⲧⲃⲉ						n. m.			snake, reptile		
	ϫⲁϥ		ϫⲁⲃ						n. m.			frost		
	ϫⲁϩϫϩ		ϫⲁϩϫ, ϫⲁϫϩ, ϭⲁϩϫϩ, ϭⲁϩϭϩ, ϭⲁϩϭ, ϭⲟϩϭ				ϫⲉϩϫⲱϩ=		vb. tr.		ⲙⲙⲟ/; against: ⲉϫⲛ	to beat, strike, gnash		
	ϫⲁϩϫϩ		ϫⲁϩϫ, ϫⲁϫϩ, ϭⲁϩϫϩ, ϭⲁϩϭϩ, ϭⲁϩϭ, ϭⲟϩϭ				ϫⲉϩϫⲱϩ=		n. m.			beating, gnashing		
	ϫⲁϩϫϩ		ϫⲁϩϫ, ϫⲁϫϩ, ϭⲁϩϫϩ, ϭⲁϩϭϩ, ϭⲁϩϭ, ϭⲟϩϭ				ϫⲉϩϫⲱϩ=		adj.			beaten, (of metal) refined		
	ϫⲁϫ								n. m.			sparrow		
		ϫⲁϫ ⲛ ⲗⲓⲗ							n.			name of a bird		
	ϫⲁϫⲉ		ϫⲁⲁϫⲉ					ϫⲁϫⲱ(ⲟⲩ)	vb. intr.			to become rough, hard, harsh		
		ⲁⲧϫⲁϫⲉ							adj.			not harsh (of voice)		
	ϫⲁϫⲉ				ϫⲓϫⲉⲉⲩ, ϫⲓϫⲉⲉⲩⲉ, ϫⲓϫⲉⲟⲩ, ϫⲓⲛϫⲉⲉⲩ, ϫⲓⲛϫⲉⲉⲩⲉ, ϫⲓⲛϫⲉⲩⲉ				n. m. f.			enemy		
		ⲙⲁⲓ-ϫⲁϫⲉ							adj.			loving enmity, quarrelsome		
		ⲙⲛⲧϫⲁϫⲉ							n. f. 		toward: ⲉϩⲟⲩⲛ ⲉ	enmity		
		ⲣ-ϫⲁϫⲉ						ⲟ ⲛ	cpd. vb. 2		with: ⲉ, ⲙⲛ	to be at enmity		
	ϫⲃⲃⲥ		ϫⲃⲃⲉⲥ, ϫⲉⲃⲃⲉⲥ, ϫⲉⲃⲃⲥ, ϫⲃⲥ, ϫⲏⲏⲃⲥ, ϫⲏⲃⲥ, ϫⲏⲓⲃⲉⲥ, ϫⲁⲉⲓⲃⲉⲥ						n. f.			coal, charcoal		
	ϫⲃⲓⲛ								n. m.			blemish		
		ⲁⲧϫⲃⲓⲛ							adj.			without blemish		
	ϫⲉ		ⲛϫⲉ						conj.	see 30.11 for full discussion of uses				
	ϫⲉⲃⲏⲗ		ϫⲃⲏⲗ, ϫⲓⲃⲏⲗ, ϫⲉⲃⲉⲗ						n. m.			spear; a shoot		
	ϫⲉⲕ								n. m.			shell, sherd		
	ϫⲉⲕⲁⲥ		ϫⲉⲕⲁⲁⲥ						conj.	usu. followed by Future III or II. See 27.4.		so that, in order that		
	ϫⲉⲕϫⲓⲕ								n.			an insect (ant?)		
	ϫⲉⲗϩⲏⲥ		ϫⲗϩⲏⲥ, ϫⲗϩⲥ, ϫⲉⲗⲗⲏⲥ						vb. intr.			to become exhausted, to pant		
	ϫⲉⲗϩⲏⲥ		ϫⲗϩⲏⲥ, ϫⲗϩⲥ, ϫⲉⲗⲗⲏⲥ						n. m.			exhaustion, panting		
	ϫⲉⲙⲡⲉϩ		ϫⲙⲡⲉϩ, ϫⲙⲡⲏϩ, ϫⲉⲡⲏϩ, ϫⲏⲡⲉϩ, ϫⲓⲡⲉϩ						n. m.			apple		
	ϫⲉⲛⲉⲡⲱⲣ								n. f.			roof		
	ϫⲉⲣⲟ		ϫⲉⲣⲱ  ϫⲉⲉⲣⲉ-  ϫⲉⲣⲱ=			ϫⲉⲣⲉ-	ϫⲉⲣⲟ=		vb. tr.			to kindle, set afire		
	ϫⲉⲣⲟ		ϫⲉⲣⲱ  ϫⲉⲉⲣⲉ-  ϫⲉⲣⲱ=			ϫⲉⲣⲉ-	ϫⲉⲣⲟ=		vb. intr.			to be ablaze, burn		
	ϫⲏ								n. m.			speck, mote (of straw, chaff, sawdust)		
	ϫⲏ								n. f.			dish, bowl		
	ϫⲏⲏⲥ								n. f.			bowl, censer		
	ϫⲏⲣ								vb. intr.			to be merry, enjoy oneself; to be wanton		
	ϫⲏⲣ								n. m.			merriment, fun; wanton behavior		
		ⲣⲉϥϫⲏⲣ							n. / adj.			wanton		
		ϫⲉⲣϫⲣ							n. m.			wanton behavior		
	ϫⲏⲣⲉ		ϫⲉⲉⲣⲉ						n. f.			threshing-floor; threshing season		
	ϫⲓ								n. m.			a metal vessel		
	ϫⲓ		ϫⲉⲓ  ϫⲉ-			ϫⲓ-	ϫⲓⲧ=	ϫⲏⲩ	vb. tr.	In basic meaning (1) all prep. and adv. occur with normal meanings.		(1) to seize, take (ⲙⲙⲟ=); to receive, accept; (2) to buy, acquire; (3) to strike, reach (of arrows, teeth, etc.); (4) to learn by heart		
		ϫⲓ ⲉ							vb.			to affect, relate to, impinge on; (+/- ⲉϩⲟⲩⲛ) to lead to, be conducive to, introduce to		
		ϫⲓ ⲙⲙⲟ= ⲉϫⲛ							vb.			to borrow (suff. on ⲉϫⲛ is reflex.)		
		ϫⲓ ⲙⲛ							vb.			to touch, be in contact with		
	ϫⲓⲉⲓⲣⲉ								n. m.			pod		
	ϫⲓⲗⲗⲉⲥ		ϫⲓⲗⲗⲏⲥ, ϫⲉⲗⲗⲏⲥ, ⲕⲉⲗⲗⲏⲥ						n. m.			box		
	ϫⲓⲛ		ϫⲛ, ϫⲉⲛ, ⲕⲛ, ϭⲛ, ϣⲉⲛ						prep.			from, since, starting from		
	ϫⲓⲛ		ϫⲛ, ϫⲉⲛ, ⲕⲛ, ϭⲛ, ϣⲉⲛ						conj.	jin is occasionally preceded by e> =n> ha> hi		since (see §30.3); while yet (+ Circum.)		
		ϫⲓⲛ ⲉ, ϫⲓⲛ ⲛ, ϫⲓⲛ ϩⲛ							prep.			from, since, starting from		
		ϫⲓⲛ ⲝ ⲉ | ϣⲁ | ϣⲁϩⲣⲁⲓ ⲉ ⲏ							prep.			from X to Y		
		ϫⲓⲛ ⲝ ⲉⲃⲟⲗ | ⲉϩⲣⲁⲓ							prep.			from X onward		
	ϫⲓⲛϫⲏ								n. m.			emptiness, nothingness		
		ⲉ ⲡϫⲓⲛϫⲏ							adv.			in vain, for no purpose, for no reason		
		ⲛ ϫⲓⲛϫⲏ							adv.			in vain, for no purpose, for no reason		
	ϫⲓⲟⲩⲉ								vb. tr.			to steal (ⲙⲙⲟ=; from: ϩⲛ, ⲉⲃⲟⲗ ϩⲛ); to rob (e, ⲛⲥⲁ)		
	ϫⲓⲟⲩⲉ								n. m.			theft, fraud		
		ⲛ ϫⲓⲟⲩⲉ							adv.			stealthily, secretly; unbeknownst (to: ⲉ)		
		ϥⲓ ⲙⲙⲟ= ⲛ ϫⲓⲟⲩⲉ							vb.			to steal		
		ⲙⲁ ⲛ ϫⲓⲟⲩⲉ							n. m.			secret place		
		ⲣⲉϥϫⲓⲟⲩⲉ	ⲥⲁ ⲛ ϫⲓⲟⲩⲉ						n. / adj.			thief		
	ϫⲓⲣ								n. m.			brine; salted fish		
		ⲁⲛϫⲓⲣ							n.			brine-lotion (as soap)		
	ϫⲓⲥⲉ		ϫⲓⲥⲧ=			ϫⲉⲥⲧ-	ϫⲁⲥⲧ=	ϫⲟⲥⲉ	vb. tr.			(+/- ⲉϩⲣⲁⲓ) to raise up, exalt (ⲙⲙⲟ=; over, above: ⲉ, ⲉϫⲛ, ϩⲓϫⲛ)		
	ϫⲓⲥⲉ		ϫⲓⲥⲧ=			ϫⲉⲥⲧ-	ϫⲁⲥⲧ=	ϫⲟⲥⲉ	vb. intr.			to become exalted, raised up		
	ϫⲓⲥⲉ		ϫⲓⲥⲧ=			ϫⲉⲥⲧ-	ϫⲁⲥⲧ=		n. m.			height(s), top		
		ⲡⲉⲧ ϫⲟⲥⲉ							n. m.			the Most High (of God)		
		ϫⲓⲥⲉ ⲛ ϩⲏⲧ							vb.			to become arrogant, proud, vain		
		ϫⲁⲥⲓ-ϩⲏⲧ							adj.			proud, arrogant		
		ⲣ-ϫⲁⲥⲓ-ϩⲏⲧ							cpd. vb. 2			to become vain, proud		
		ⲙⲛⲧϫⲁⲥⲓ-ϩⲏⲧ							n. f. 			pride, arrogance		
		ϫⲟⲥⲉ							n. m.			exalted person or place		
	ϫⲓⲥⲉ								n. f.			back, spine		
	ϫⲓⲥⲉ		ϫⲉⲥⲉ, ϫⲏⲥⲉ						n. f.			a land measure		
	ϫⲓϥ								adj.			sparing, niggard		
	ϫⲓϩ								n. m.			spittle		
	ϫⲓϫⲱⲓ		ϭⲓϫⲱⲓ						n. 			single lock or braid of hair		
	ϫⲗⲱⲙ		ϫⲗⲱⲃ, ϫⲗⲱϥ						n. m.			brazier		
	ϫⲙⲁⲁⲩ								n. pl.			testicles		
	ϫⲡ		ϫⲉⲛ, ϫⲓⲛ, ϫⲉ						conj.			or		
		ϫⲛ ⲙⲙⲟⲛ | ⲙⲡⲉ							adv.			or not		
		ϫⲛ ⲙⲡⲱⲣ							conj.			or rather		
	ϫⲛⲁ		ϫⲉⲛⲁ, ϫⲛⲉ			ϫⲛⲉ-	ϫⲉⲛⲁ=		vb. tr.			to quench, put out (ⲙⲙⲟ=)		
	ϫⲛⲁ		ϫⲉⲛⲁ, ϫⲛⲉ			ϫⲛⲉ-	ϫⲉⲛⲁ=		vb. intr.			to be quenched		
		ⲁⲧϫⲛⲁ							adj.			unquenchable		
							ϫⲛⲁ=		vb. tr.			to send, send away		
			ϫⲛⲟ=, ϫⲛⲁⲁ=				ϫⲛⲁ=		vb. tr.			to strike (with: ⲛ or zero)		
	ϫⲛⲁⲩ		ϫⲛⲁⲁⲩ						vb. intr.		in doing: ⲉ	to delay (in doing: ⲉ)		
	ϫⲛⲁⲩ		ϫⲛⲁⲁⲩ						n. m.			sloth		
		ⲁⲧϫⲛⲁⲩ							adj.			without delay		
		ⲙⲛⲧⲁⲧϫⲛⲁⲩ							n. f. 			promptness		
		ⲣⲉϥϫⲛⲁⲩ							n. / adj.			sluggard		
		ⲙⲛⲧⲣⲉϥϫⲛⲁⲩ							n. f. 			sloth, delay		
	ϫⲛⲁϩ				ϫⲛⲁⲩϩ				n. m.			forearm, wing; force, violence		
		ⲛ ϫⲛⲁϩ							adv.			with effort		
		ϯ-ϫⲛⲁϩ ⲛⲁ=							vb.			to treat violently		
		ϫⲓ ⲙⲙⲟ= ⲛ ϫⲛⲁϩ							vb.			to force, compel		
		ϫⲓ ⲛ ⲟⲩϫⲛⲁϩ							vb.			to use force		
		ⲙⲛⲧϫⲓ ⲛ ϫⲛⲁϩ							n. f. 			force, violence		
		ⲣⲉϥϫⲓ-ϫⲛⲁϩ							n. / adj.			violent		
		ⲙⲛⲧⲣⲉϥ-ϫⲓ-ϫⲛⲁϩ							n. f. 			violence		
		ⲙⲟⲩⲣ ⲛ ϫⲛⲁϩ							n. f.			scapular (of monk)		
	ϫⲛⲉ		ϫⲛⲏ, ϫⲏⲛⲏ						n. m.			beets, greens		
	ϫⲛⲟⲟⲩ		ϫⲛⲁⲁⲩ		ϫⲛⲟⲟⲩⲉ				n. m.			threshing-floor, grain on threshing-floor		
		ⲣϫⲛⲟⲟⲩ, ⲣⲉϫⲛⲟⲟⲩ, ⲗⲉϫⲛⲟⲟⲩ, ⲣⲓϫⲛⲟⲟⲩ							n. f.			threshing-floor, grain on threshing-floor		
	ϫⲛⲟⲩ		ϫⲛ-  ϫⲓⲛⲟⲩ=, ϫⲉⲛⲟⲩⲟⲩ=			ϫⲛⲉ-	ϫⲛⲟⲩ=		vb. tr.	dir. obj. of person asked; the thing asked is indicated by e or etbe)		to ask, question; (rarely) to tell		
	ϫⲛⲟⲩ		ϫⲛ-  ϫⲓⲛⲟⲩ=, ϫⲉⲛⲟⲩⲟⲩ=			ϫⲛⲉ-	ϫⲛⲟⲩ=		n. m.			inquiry, questioning		
	ϫⲛⲟϥ		ϫⲉⲛⲟϥ, ϫⲉⲛⲟⲃ						n. m.			basket, container		
							ϫⲛϫⲱⲛ=		vb. tr.			to ask about		
	ϫⲟ					ϫⲉ-	ϫⲟ=	ϫⲏⲩ	vb. tr.		1. seed: ⲙⲙⲟ/; in: ϩⲛ,ϩⲓϫⲛ; 2. a field; ⲙⲙⲟ/, ⲉ; with: ⲙⲙⲟ/	1. to sow, plant; 2. to plant		
	ϫⲟ					ϫⲉ-	ϫⲟ=		n. m.			sowing, planting		
		ⲣⲉϥϫⲟ							n. / adj.			sower		
	ϫⲟ		ϫⲓ-			ϫⲉ-	ϫⲟ=		vb. tr.	(usually + ebol)		(1) to spend, expend, dispose of, use up (ⲙⲙⲟ=); (2) to put forth, send forth (ⲙⲙⲟ=; to, onto: ⲉ, ⲉϫⲛ, ⲉϩⲟⲩⲛ ⲉ)		
		ϫⲉ-ⲛⲟⲩⲛⲉ ⲉⲃⲟⲗ							vb.			to take root		
	ϫⲟ				ϫⲱⲟⲩ				n. m.			arm-pit		
		ⲟ ⲛ ϫⲟ							vb.			to be hunch-backed		
	ϫⲟⲉ		ϫⲟⲓⲉ, ϫⲟⲉⲓ, ϫⲟⲓ, ϫⲟ		ⲉϫⲏ				n. f.			wall		
		ϫⲉ-ⲛ-ⲧⲙⲏⲧⲉ	ϫⲉⲛⲉⲧⲙⲏⲧⲉ						n. f.			middle wall		
	ϫⲟⲉⲓⲥ		ϫⲟⲓⲥ		ϫⲓⲥⲟⲟⲩⲉ, ϫⲓⲥⲟⲟⲩ				n. m. f.	abbrev. j=c		lord, lady; with def. art. the Lord; master, owner		
		ⲣ-ϫⲟⲉⲓⲥ							cpd. vb. 2			to become lord, rule (over: ⲉ, ⲉϫⲛ, ⲉϩⲣⲁⲓ ⲉϫⲛ)		
		ⲣⲉϥⲣ-ϫⲟⲉⲓⲥ							n. / adj.			ruler		
		ⲙⲛⲧϫⲟⲉⲓⲥ							n. f. 			lordship		
	ϫⲟⲉⲓⲧ		ϫⲁⲉⲓⲧ (ϫⲓⲧ-)						n. m.			olive-tree, olives 		
	ϫⲟⲉⲓⲧ		ϫⲁⲉⲓⲧ (ϫⲓⲧ-)						n. m. f.			testicle		
		ⲃⲱ ⲛ ϫⲟⲉⲓⲧ							n.			olive-tree		
		ⲙⲁ ⲛ ϫⲟⲉⲓⲧ							n. m.			olive grove		
		ϣⲉ ⲛ ϫⲟⲉⲓⲧ							n.			olive wood		
		ϭⲃ-ⲛ-ϫⲟⲉⲓⲧ							n.			olive-leaf		
		ⲡⲧⲟⲟⲩ ⲛ ϫⲟⲉⲓⲧ							n.			the Mt. of Olives		
	ϫⲟⲓ		ϫⲟⲉⲓ		ⲉϫⲏⲩ				n. m.			ship, boat		
	ϫⲟⲕ		ϫⲁⲕ						n. m.			hair		
	ϫⲟⲕϫⲕ		ϫⲉⲕϫⲱⲕ=					ϫⲉⲕϫⲱⲕ (ϫⲉⲕϫⲟⲕⲧ)	vb. tr.			to stamp, brand, mark (ⲙⲙⲟ=)		
	ϫⲟⲕϫⲕ		ϫⲉⲕϫⲱⲕ=						n. m.			stamp, brand		
	ϫⲟⲗϩ								Q			to be least, smallest		
	ϫⲟⲗϫⲗ		ϫⲟⲗϫⲉⲗ			ϫⲗϫⲗ-	ϫⲗϫⲱⲗ=		vb.			to drip, let drip		
	ϫⲟⲗϫⲗ					ϫⲉⲗϫⲗ-	ϫⲗϫⲱⲗ=	ϫⲗϫⲱⲗ	vb. tr.			to hedge in (ⲙⲙⲟ=)		
	ϫⲟⲗϫⲗ					ϫⲉⲗϫⲗ-	ϫⲗϫⲱⲗ=		n. m.			hedge		
	ϫⲟⲟⲗⲉⲥ								n. f. 			moth		
